round,model,est_rank,percentile
853,np_no_num,4181465,51.3
854,integrated_v2,2687328,33.0
854,np_no_num,2192541,26.9
855,integrated_v2,5815689,71.4
855,np_no_num,5649131,69.4
856,integrated_v2,4391597,53.9
856,np_no_num,3545367,43.5
857,integrated_v2,834827,10.2
857,np_no_num,702069,8.6
858,integrated_v2,1759245,21.6
858,np_no_num,1931097,23.7
859,integrated_v2,8087640,99.3
859,np_no_num,8074202,99.1
860,integrated_v2,5459768,67.0
860,np_no_num,5502935,67.6
861,integrated_v2,5144570,63.2
861,np_no_num,4244586,52.1
862,integrated_v2,7087477,87.0
862,np_no_num,7096436,87.1
863,integrated_v2,6235139,76.6
863,np_no_num,6170389,75.8
864,integrated_v2,1077945,13.2
864,np_no_num,1277489,15.7
865,integrated_v2,5035024,61.8
865,np_no_num,4924664,60.5
866,integrated_v2,3397542,41.7
866,np_no_num,3777490,46.4
867,integrated_v2,2114759,26.0
867,np_no_num,2134713,26.2
868,integrated_v2,1384591,17.0
868,np_no_num,1484770,18.2
869,integrated_v2,664196,8.2
869,np_no_num,1025819,12.6
870,integrated_v2,3345823,41.1
870,np_no_num,3020037,37.1
871,integrated_v2,5708180,70.1
871,np_no_num,5968402,73.3
872,integrated_v2,4497884,55.2
872,np_no_num,4213636,51.7
873,integrated_v2,1027855,12.6
873,np_no_num,958626,11.8
874,integrated_v2,1144324,14.0
874,np_no_num,1057990,13.0
875,integrated_v2,6211927,76.3
875,np_no_num,6447714,79.2
876,integrated_v2,4198976,51.6
876,np_no_num,5252079,64.5
877,integrated_v2,5950891,73.1
877,np_no_num,5797364,71.2
878,integrated_v2,1529973,18.8
878,np_no_num,1516942,18.6
879,integrated_v2,1927025,23.7
879,np_no_num,1431830,17.6
880,integrated_v2,1171201,14.4
880,np_no_num,940707,11.5
881,integrated_v2,6844359,84.0
881,np_no_num,6860241,84.2
882,integrated_v2,2326927,28.6
882,np_no_num,1899740,23.3
883,integrated_v2,5448365,66.9
883,np_no_num,5295246,65.0
884,integrated_v2,7437290,91.3
884,np_no_num,7889725,96.9
885,integrated_v2,6574771,80.7
885,np_no_num,6529568,80.2
886,integrated_v2,5359996,65.8
886,np_no_num,5261038,64.6
887,integrated_v2,1000163,12.3
887,np_no_num,1477440,18.1
888,integrated_v2,666640,8.2
888,np_no_num,983874,12.1
889,integrated_v2,1618750,19.9
889,np_no_num,1824402,22.4
890,integrated_v2,6572735,80.7
890,np_no_num,6765763,83.1
891,integrated_v2,6859427,84.2
891,np_no_num,7157928,87.9
892,integrated_v2,6257537,76.8
892,np_no_num,6340612,77.8
893,integrated_v2,6703049,82.3
893,np_no_num,6499840,79.8
894,integrated_v2,1600017,19.6
894,np_no_num,1363822,16.7
895,integrated_v2,5215021,64.0
895,np_no_num,4816340,59.1
896,integrated_v2,6569884,80.7
896,np_no_num,6835807,83.9
897,integrated_v2,4144814,50.9
897,np_no_num,3742061,45.9
898,integrated_v2,1567438,19.2
898,np_no_num,1272195,15.6
899,integrated_v2,1237987,15.2
899,np_no_num,1498616,18.4
900,integrated_v2,7725203,94.8
900,np_no_num,7779365,95.5
901,integrated_v2,1825217,22.4
901,np_no_num,2350547,28.9
902,integrated_v2,4853806,59.6
902,np_no_num,5443886,66.8
903,integrated_v2,5299318,65.1
903,np_no_num,5352259,65.7
904,integrated_v2,5442257,66.8
904,np_no_num,4786612,58.8
905,integrated_v2,264701,3.2
905,np_no_num,302981,3.7
906,integrated_v2,4768287,58.5
906,np_no_num,4748333,58.3
907,integrated_v2,5133982,63.0
907,np_no_num,4686840,57.5
908,integrated_v2,8069315,99.1
908,np_no_num,8095378,99.4
909,integrated_v2,4987378,61.2
909,np_no_num,5351444,65.7
910,integrated_v2,331895,4.1
910,np_no_num,474019,5.8
911,integrated_v2,6741736,82.8
911,np_no_num,6768206,83.1
912,integrated_v2,3801924,46.7
912,np_no_num,4032825,49.5
913,integrated_v2,3702152,45.5
913,np_no_num,3988436,49.0
914,integrated_v2,4044635,49.7
914,np_no_num,3875633,47.6
915,integrated_v2,4291418,52.7
915,np_no_num,4546345,55.8
916,integrated_v2,7945923,97.6
916,np_no_num,7794840,95.7
917,integrated_v2,1772276,21.8
917,np_no_num,1672912,20.5
918,integrated_v2,2907641,35.7
918,np_no_num,2532580,31.1
919,integrated_v2,2226341,27.3
919,np_no_num,1852501,22.7
920,integrated_v2,2792801,34.3
920,np_no_num,2687328,33.0
921,integrated_v2,1948201,23.9
921,np_no_num,2058561,25.3
922,integrated_v2,6376041,78.3
922,np_no_num,5659719,69.5
923,integrated_v2,7068337,86.8
923,np_no_num,7618508,93.5
924,integrated_v2,6738478,82.7
924,np_no_num,6935579,85.2
925,integrated_v2,5276106,64.8
925,np_no_num,5021993,61.7
926,integrated_v2,282619,3.5
926,np_no_num,294022,3.6
927,integrated_v2,2385569,29.3
927,np_no_num,3041213,37.3
928,integrated_v2,8035922,98.7
928,np_no_num,8008637,98.3
929,integrated_v2,7069151,86.8
929,np_no_num,7018247,86.2
930,integrated_v2,1155726,14.2
930,np_no_num,1430201,17.6
931,integrated_v2,5332711,65.5
931,np_no_num,5366512,65.9
932,integrated_v2,1767390,21.7
932,np_no_num,2004806,24.6
933,integrated_v2,1808927,22.2
933,np_no_num,1415948,17.4
934,integrated_v2,1760467,21.6
934,np_no_num,2044308,25.1
935,integrated_v2,4111013,50.5
935,np_no_num,3448039,42.3
936,integrated_v2,6650109,81.6
936,np_no_num,6650109,81.6
937,integrated_v2,2846149,34.9
937,np_no_num,3008227,36.9
938,integrated_v2,5246785,64.4
938,np_no_num,5136018,63.1
939,integrated_v2,2398193,29.4
939,np_no_num,2964246,36.4
940,integrated_v2,1641962,20.2
940,np_no_num,1687979,20.7
941,integrated_v2,2035756,25.0
941,np_no_num,1600424,19.6
942,integrated_v2,3407723,41.8
942,np_no_num,3350303,41.1
943,integrated_v2,5825056,71.5
943,np_no_num,5349815,65.7
944,integrated_v2,1033964,12.7
944,np_no_num,1262014,15.5
945,integrated_v2,5940302,72.9
945,np_no_num,6189936,76.0
946,integrated_v2,7143675,87.7
946,np_no_num,7115169,87.4
947,integrated_v2,1578026,19.4
947,np_no_num,1664360,20.4
948,integrated_v2,3442745,42.3
948,np_no_num,3684234,45.2
949,integrated_v2,2082995,25.6
949,np_no_num,2082180,25.6
950,integrated_v2,1174459,14.4
950,np_no_num,1280339,15.7
951,integrated_v2,2592850,31.8
951,np_no_num,3198812,39.3
952,integrated_v2,6203375,76.2
952,np_no_num,6526717,80.1
953,integrated_v2,4860322,59.7
953,np_no_num,5019142,61.6
954,integrated_v2,7526881,92.4
954,np_no_num,7330595,90.0
955,integrated_v2,6312106,77.5
955,np_no_num,6195230,76.1
956,integrated_v2,1707934,21.0
956,np_no_num,1459522,17.9
957,integrated_v2,3129990,38.4
957,np_no_num,3548218,43.6
958,integrated_v2,7094807,87.1
958,np_no_num,6968972,85.6
959,integrated_v2,5667049,69.6
959,np_no_num,6053106,74.3
960,integrated_v2,3153610,38.7
960,np_no_num,3748576,46.0
961,integrated_v2,4586661,56.3
961,np_no_num,4225446,51.9
962,integrated_v2,3353561,41.2
962,np_no_num,3202070,39.3
963,integrated_v2,1279525,15.7
963,np_no_num,1556443,19.1
964,integrated_v2,944372,11.6
964,np_no_num,955775,11.7
965,integrated_v2,5090408,62.5
965,np_no_num,5127466,63.0
966,integrated_v2,8122255,99.7
966,np_no_num,8107187,99.5
967,integrated_v2,5560354,68.3
967,np_no_num,5686597,69.8
968,integrated_v2,3177636,39.0
968,np_no_num,2695066,33.1
969,integrated_v2,4106534,50.4
969,np_no_num,4208342,51.7
970,integrated_v2,7028428,86.3
970,np_no_num,7044717,86.5
971,integrated_v2,3067683,37.7
971,np_no_num,2906827,35.7
972,integrated_v2,7833527,96.2
972,np_no_num,7863255,96.5
973,integrated_v2,3560435,43.7
973,np_no_num,3133655,38.5
974,integrated_v2,5331897,65.5
974,np_no_num,5244342,64.4
975,integrated_v2,5267961,64.7
975,np_no_num,5160859,63.4
976,integrated_v2,328637,4.0
976,np_no_num,510262,6.3
977,integrated_v2,7767148,95.4
977,np_no_num,7641720,93.8
978,integrated_v2,1076723,13.2
978,np_no_num,1210295,14.9
979,integrated_v2,2249553,27.6
979,np_no_num,2346067,28.8
980,integrated_v2,4953578,60.8
980,np_no_num,5068825,62.2
981,integrated_v2,1203372,14.8
981,np_no_num,883288,10.8
982,integrated_v2,3570616,43.8
982,np_no_num,3799888,46.7
983,integrated_v2,6249392,76.7
983,np_no_num,6446493,79.1
984,integrated_v2,4699057,57.7
984,np_no_num,4596435,56.4
985,integrated_v2,4155402,51.0
985,np_no_num,4837924,59.4
986,integrated_v2,4534943,55.7
986,np_no_num,4651004,57.1
987,integrated_v2,1006679,12.4
987,np_no_num,1174866,14.4
988,integrated_v2,5514337,67.7
988,np_no_num,6219664,76.4
989,integrated_v2,2917007,35.8
989,np_no_num,2467015,30.3
990,integrated_v2,1645220,20.2
990,np_no_num,2079330,25.5
991,integrated_v2,7708507,94.6
991,np_no_num,7921897,97.3
992,integrated_v2,7802170,95.8
992,np_no_num,7401860,90.9
993,integrated_v2,2654342,32.6
993,np_no_num,2095619,25.7
994,integrated_v2,157599,1.9
994,np_no_num,80632,1.0
995,integrated_v2,2542353,31.2
995,np_no_num,3327905,40.9
996,integrated_v2,2758594,33.9
996,np_no_num,3425234,42.1
997,integrated_v2,6242876,76.6
997,np_no_num,6107675,75.0
998,integrated_v2,4628199,56.8
998,np_no_num,3858529,47.4
999,integrated_v2,3968075,48.7
999,np_no_num,4087394,50.2
1000,integrated_v2,3039992,37.3
1000,np_no_num,2898275,35.6
1001,integrated_v2,7387200,90.7
1001,np_no_num,7377426,90.6
1002,integrated_v2,7647422,93.9
1002,np_no_num,7612400,93.5
1003,integrated_v2,7044310,86.5
1003,np_no_num,7087070,87.0
1004,integrated_v2,2277652,28.0
1004,np_no_num,2574118,31.6
1005,integrated_v2,1583728,19.4
1005,np_no_num,1490064,18.3
1006,integrated_v2,7160779,87.9
1006,np_no_num,7370096,90.5
1007,integrated_v2,6037631,74.1
1007,np_no_num,5246378,64.4
1008,integrated_v2,2784250,34.2
1008,np_no_num,3336457,41.0
1009,integrated_v2,198322,2.4
1009,np_no_num,273660,3.4
1010,integrated_v2,5813246,71.4
1010,np_no_num,5884919,72.3
1011,integrated_v2,3525413,43.3
1011,np_no_num,3641474,44.7
1012,integrated_v2,2104578,25.8
1012,np_no_num,2280910,28.0
1013,integrated_v2,6835400,83.9
1013,np_no_num,6125186,75.2
1014,integrated_v2,2175844,26.7
1014,np_no_num,2138786,26.3
1015,integrated_v2,4208342,51.7
1015,np_no_num,3784006,46.5
1016,integrated_v2,2065077,25.4
1016,np_no_num,1484363,18.2
1017,integrated_v2,7963027,97.8
1017,np_no_num,7914974,97.2
1018,integrated_v2,7621359,93.6
1018,np_no_num,7702805,94.6
1019,integrated_v2,31357,0.4
1019,np_no_num,40316,0.5
1020,integrated_v2,5160859,63.4
1020,np_no_num,5174705,63.5
1021,integrated_v2,6534862,80.2
1021,np_no_num,5460582,67.0
1022,integrated_v2,4994301,61.3
1022,np_no_num,4999188,61.4
1023,integrated_v2,225607,2.8
1023,np_no_num,289950,3.6
1024,integrated_v2,1425314,17.5
1024,np_no_num,1992589,24.5
1025,integrated_v2,4074770,50.0
1025,np_no_num,4528020,55.6
1026,integrated_v2,1986888,24.4
1026,np_no_num,2287833,28.1
1027,integrated_v2,3057503,37.5
1027,np_no_num,3365371,41.3
1028,integrated_v2,3820657,46.9
1028,np_no_num,4497884,55.2
1029,integrated_v2,6222515,76.4
1029,np_no_num,6587395,80.9
1030,integrated_v2,1856574,22.8
1030,np_no_num,1516942,18.6
1031,integrated_v2,7738235,95.0
1031,np_no_num,7734162,95.0
1032,integrated_v2,5363661,65.9
1032,np_no_num,4636344,56.9
1033,integrated_v2,1127220,13.8
1033,np_no_num,1033556,12.7
1034,integrated_v2,1193192,14.6
1034,np_no_num,551393,6.8
1035,integrated_v2,3052209,37.5
1035,np_no_num,2896239,35.6
1036,integrated_v2,6151656,75.5
1036,np_no_num,6257129,76.8
1037,integrated_v2,7877508,96.7
1037,np_no_num,8011488,98.4
1038,integrated_v2,1942907,23.9
1038,np_no_num,2509775,30.8
1039,integrated_v2,6098716,74.9
1039,np_no_num,6116227,75.1
1040,integrated_v2,5923606,72.7
1040,np_no_num,5893064,72.4
1041,integrated_v2,3152795,38.7
1041,np_no_num,2014580,24.7
1042,integrated_v2,232123,2.8
1042,np_no_num,367731,4.5
1043,integrated_v2,5723655,70.3
1043,np_no_num,6780831,83.3
1044,integrated_v2,6040074,74.2
1044,np_no_num,4858285,59.6
1045,integrated_v2,2366836,29.1
1045,np_no_num,2377017,29.2
1046,integrated_v2,572976,7.0
1046,np_no_num,698404,8.6
1047,integrated_v2,831162,10.2
1047,np_no_num,562796,6.9
1048,integrated_v2,2605474,32.0
1048,np_no_num,2834339,34.8
1049,integrated_v2,3574688,43.9
1049,np_no_num,3251345,39.9
1050,integrated_v2,2046751,25.1
1050,np_no_num,1766575,21.7
1051,integrated_v2,7341997,90.1
1051,np_no_num,7055305,86.6
1052,integrated_v2,4663221,57.3
1052,np_no_num,4967016,61.0
1053,integrated_v2,1459115,17.9
1053,np_no_num,1157355,14.2
1054,integrated_v2,7366431,90.4
1054,np_no_num,6685945,82.1
1055,integrated_v2,6406584,78.7
1055,np_no_num,6428982,78.9
1056,integrated_v2,4247436,52.1
1056,np_no_num,4007984,49.2
1057,integrated_v2,5830757,71.6
1057,np_no_num,6018084,73.9
1058,integrated_v2,6569070,80.7
1058,np_no_num,6592689,80.9
1059,integrated_v2,6675765,82.0
1059,np_no_num,6486809,79.6
1060,integrated_v2,7221864,88.7
1060,np_no_num,7451950,91.5
1061,integrated_v2,4820413,59.2
1061,np_no_num,4343951,53.3
1062,integrated_v2,3927759,48.2
1062,np_no_num,3083973,37.9
1063,integrated_v2,7933299,97.4
1063,np_no_num,7823346,96.1
1064,integrated_v2,4913262,60.3
1064,np_no_num,4803309,59.0
1065,integrated_v2,7758596,95.3
1065,np_no_num,7930856,97.4
1066,integrated_v2,3656542,44.9
1066,np_no_num,3668352,45.0
1067,integrated_v2,7880359,96.8
1067,np_no_num,7868956,96.6
1068,integrated_v2,7046754,86.5
1068,np_no_num,6935986,85.2
1069,integrated_v2,7273582,89.3
1069,np_no_num,7386386,90.7
1070,integrated_v2,3736767,45.9
1070,np_no_num,3907804,48.0
1071,integrated_v2,7647829,93.9
1071,np_no_num,7825382,96.1
1072,integrated_v2,5016699,61.6
1072,np_no_num,5328232,65.4
1073,integrated_v2,7484121,91.9
1073,np_no_num,7236931,88.9
1074,integrated_v2,6448122,79.2
1074,np_no_num,6507985,79.9
1075,integrated_v2,4862765,59.7
1075,np_no_num,4538201,55.7
1076,integrated_v2,1207852,14.8
1076,np_no_num,949667,11.7
1077,integrated_v2,1621600,19.9
1077,np_no_num,1874492,23.0
1078,integrated_v2,4626163,56.8
1078,np_no_num,4475894,55.0
1079,integrated_v2,5021993,61.7
1079,np_no_num,5551803,68.2
1080,integrated_v2,4680732,57.5
1080,np_no_num,4290196,52.7
1081,integrated_v2,8068093,99.1
1081,np_no_num,8082346,99.2
1082,integrated_v2,162486,2.0
1082,np_no_num,95292,1.2
1083,integrated_v2,107917,1.3
1083,np_no_num,148233,1.8
1084,integrated_v2,1379704,16.9
1084,np_no_num,1825624,22.4
1085,integrated_v2,5156787,63.3
1085,np_no_num,5467505,67.1
1086,integrated_v2,415377,5.1
1086,np_no_num,404789,5.0
1087,integrated_v2,7311455,89.8
1087,np_no_num,7488194,91.9
1088,integrated_v2,4469785,54.9
1088,np_no_num,5028101,61.7
1089,integrated_v2,3025739,37.1
1089,np_no_num,2952029,36.2
1090,integrated_v2,652794,8.0
1090,np_no_num,826682,10.1
1091,integrated_v2,25248,0.3
1091,np_no_num,17918,0.2
1092,integrated_v2,417413,5.1
1092,np_no_num,496824,6.1
1093,integrated_v2,1442825,17.7
1093,np_no_num,2179102,26.8
1094,integrated_v2,6643186,81.6
1094,np_no_num,6578436,80.8
1095,integrated_v2,6442828,79.1
1095,np_no_num,6516129,80.0
1096,integrated_v2,1510019,18.5
1096,np_no_num,1274231,15.6
1097,integrated_v2,6998293,85.9
1097,np_no_num,6776351,83.2
1098,integrated_v2,5373027,66.0
1098,np_no_num,5498455,67.5
1099,integrated_v2,2421405,29.7
1099,np_no_num,2626651,32.2
1100,integrated_v2,4379787,53.8
1100,np_no_num,4479966,55.0
1101,integrated_v2,852745,10.5
1101,np_no_num,972064,11.9
1102,integrated_v2,7021098,86.2
1102,np_no_num,6874494,84.4
1103,integrated_v2,2696695,33.1
1103,np_no_num,3494463,42.9
1104,integrated_v2,6380521,78.3
1104,np_no_num,6983225,85.7
1105,integrated_v2,5551803,68.2
1105,np_no_num,5305020,65.1
1106,integrated_v2,3477359,42.7
1106,np_no_num,2753300,33.8
1107,integrated_v2,3889072,47.7
1107,np_no_num,4193274,51.5
1108,integrated_v2,6182199,75.9
1108,np_no_num,6459117,79.3
1109,integrated_v2,1764946,21.7
1109,np_no_num,2325706,28.6
1110,integrated_v2,3019223,37.1
1110,np_no_num,2744748,33.7
1111,integrated_v2,7304532,89.7
1111,np_no_num,7263401,89.2
1112,integrated_v2,7988275,98.1
1112,np_no_num,7955290,97.7
1113,integrated_v2,4318295,53.0
1113,np_no_num,4353724,53.5
1114,integrated_v2,6974673,85.6
1114,np_no_num,6812595,83.6
1115,integrated_v2,5916683,72.6
1115,np_no_num,6166724,75.7
1116,integrated_v2,1417984,17.4
1116,np_no_num,1346311,16.5
1117,integrated_v2,4442501,54.5
1117,np_no_num,5121765,62.9
1118,integrated_v2,7010510,86.1
1118,np_no_num,6397625,78.5
1119,integrated_v2,7479642,91.8
1119,np_no_num,7123721,87.5
1120,integrated_v2,4534535,55.7
1120,np_no_num,5259410,64.6
1121,integrated_v2,2444210,30.0
1121,np_no_num,2342809,28.8
1122,integrated_v2,1394365,17.1
1122,np_no_num,1922545,23.6
1123,integrated_v2,8033885,98.6
1123,np_no_num,7960991,97.7
1124,integrated_v2,1819515,22.3
1124,np_no_num,2434029,29.9
1125,integrated_v2,2872212,35.3
1125,np_no_num,3943641,48.4
1126,integrated_v2,2789951,34.3
1126,np_no_num,2858773,35.1
1127,integrated_v2,5473207,67.2
1127,np_no_num,5988763,73.5
1128,integrated_v2,5834829,71.6
1128,np_no_num,6399661,78.6
1129,integrated_v2,8113296,99.6
1129,np_no_num,8127549,99.8
1130,integrated_v2,7205167,88.5
1130,np_no_num,7019469,86.2
1131,integrated_v2,5022244,61.7
1131,np_no_num,5146863,63.2
1132,integrated_v2,3044471,37.4
1132,np_no_num,3487540,42.8
1133,integrated_v2,1842728,22.6
1133,np_no_num,1350383,16.6
1134,integrated_v2,7394123,90.8
1134,np_no_num,7098879,87.2
1135,integrated_v2,7577785,93.0
1135,np_no_num,7593260,93.2
1136,integrated_v2,3900881,47.9
1136,np_no_num,2720314,33.4
1137,integrated_v2,1020118,12.5
1137,np_no_num,1387442,17.0
1138,integrated_v2,4870502,59.8
1138,np_no_num,4427840,54.4
1139,integrated_v2,1181789,14.5
1139,np_no_num,1414726,17.4
1140,integrated_v2,782294,9.6
1140,np_no_num,549764,6.7
1141,integrated_v2,1977522,24.3
1141,np_no_num,2302493,28.3
1142,integrated_v2,3258268,40.0
1142,np_no_num,3485911,42.8
1143,integrated_v2,1161020,14.3
1143,np_no_num,995277,12.2
1144,integrated_v2,2855515,35.1
1144,np_no_num,3172342,38.9
1145,integrated_v2,5478093,67.3
1145,np_no_num,4916520,60.4
1146,integrated_v2,1108080,13.6
1146,np_no_num,1617935,19.9
1147,integrated_v2,4678696,57.4
1147,np_no_num,5351037,65.7
1148,integrated_v2,4358204,53.5
1148,np_no_num,4523133,55.5
1149,integrated_v2,4049929,49.7
1149,np_no_num,4411144,54.2
1150,integrated_v2,918310,11.3
1150,np_no_num,652794,8.0
1151,integrated_v2,7659639,94.0
1151,np_no_num,7770406,95.4
1152,integrated_v2,5419045,66.5
1152,np_no_num,4980455,61.1
1153,integrated_v2,3582018,44.0
1153,np_no_num,3713962,45.6
1154,integrated_v2,6328802,77.7
1154,np_no_num,6555224,80.5
1155,integrated_v2,3270078,40.1
1155,np_no_num,3854457,47.3
1156,integrated_v2,1579248,19.4
1156,np_no_num,1244910,15.3
1157,integrated_v2,30542,0.4
1157,np_no_num,19954,0.2
1158,integrated_v2,6950239,85.3
1158,np_no_num,6338169,77.8
1159,integrated_v2,6716488,82.5
1159,np_no_num,6166317,75.7
1160,integrated_v2,4713311,57.9
1160,np_no_num,4809825,59.1
1161,integrated_v2,1220883,15.0
1161,np_no_num,1268530,15.6
1162,integrated_v2,6301111,77.4
1162,np_no_num,6065730,74.5
1163,integrated_v2,804692,9.9
1163,np_no_num,651165,8.0
1164,integrated_v2,4187980,51.4
1164,np_no_num,4163954,51.1
1165,integrated_v2,2184396,26.8
1165,np_no_num,2683663,32.9
1166,integrated_v2,7881580,96.8
1166,np_no_num,7431588,91.2
1167,integrated_v2,1999105,24.5
1167,np_no_num,1707526,21.0
1168,integrated_v2,1006679,12.4
1168,np_no_num,880844,10.8
1169,integrated_v2,3426863,42.1
1169,np_no_num,3838575,47.1
1170,integrated_v2,863333,10.6
1170,np_no_num,1195228,14.7
1171,integrated_v2,2088696,25.6
1171,np_no_num,1640740,20.1
1172,integrated_v2,6561740,80.6
1172,np_no_num,6877752,84.4
1173,integrated_v2,1780421,21.9
1173,np_no_num,1872456,23.0
1174,integrated_v2,2242223,27.5
1174,np_no_num,2220232,27.3
1175,integrated_v2,4822449,59.2
1175,np_no_num,4607837,56.6
1176,integrated_v2,7599775,93.3
1176,np_no_num,7706063,94.6
1177,integrated_v2,6666398,81.8
1177,np_no_num,6660290,81.8
1178,integrated_v2,5449994,66.9
1178,np_no_num,5494383,67.5
1179,integrated_v2,7542763,92.6
1179,np_no_num,7899499,97.0
1180,integrated_v2,4011649,49.3
1180,np_no_num,3509531,43.1
1181,integrated_v2,3328312,40.9
1181,np_no_num,4124045,50.6
1182,integrated_v2,201987,2.5
1182,np_no_num,195064,2.4
1183,integrated_v2,782294,9.6
1183,np_no_num,1091383,13.4
1184,integrated_v2,7842893,96.3
1184,np_no_num,7752488,95.2
1185,integrated_v2,2431179,29.8
1185,np_no_num,2382311,29.2
1186,integrated_v2,6567441,80.6
1186,np_no_num,6099938,74.9
1187,integrated_v2,4692542,57.6
1187,np_no_num,5478908,67.3
1188,integrated_v2,3345823,41.1
1188,np_no_num,2878320,35.3
1189,integrated_v2,2892981,35.5
1189,np_no_num,2844520,34.9
1190,integrated_v2,7742714,95.1
1190,np_no_num,7665747,94.1
1191,integrated_v2,2048787,25.2
1191,np_no_num,1833361,22.5
1192,integrated_v2,870663,10.7
1192,np_no_num,905685,11.1
1193,integrated_v2,4641230,57.0
1193,np_no_num,4430691,54.4
1194,integrated_v2,262665,3.2
1194,np_no_num,444291,5.5
1195,integrated_v2,3773010,46.3
1195,np_no_num,3428084,42.1
1196,integrated_v2,6637078,81.5
1196,np_no_num,7172996,88.1
1197,integrated_v2,2603438,32.0
1197,np_no_num,1819923,22.3
1198,integrated_v2,4925479,60.5
1198,np_no_num,3833688,47.1
1199,integrated_v2,2392085,29.4
1199,np_no_num,1376039,16.9
1200,integrated_v2,5288730,64.9
1200,np_no_num,4796386,58.9
1201,integrated_v2,1104008,13.6
1201,np_no_num,1059619,13.0
1202,integrated_v2,623473,7.7
1202,np_no_num,877586,10.8
1203,integrated_v2,1391921,17.1
1203,np_no_num,1766168,21.7
1204,integrated_v2,1738883,21.3
1204,np_no_num,2014580,24.7
1205,integrated_v2,2835561,34.8
1205,np_no_num,3045286,37.4
1206,integrated_v2,1058805,13.0
1206,np_no_num,944780,11.6
1207,integrated_v2,337189,4.1
1207,np_no_num,512706,6.3
1208,integrated_v2,7170960,88.0
1208,np_no_num,6832956,83.9
1209,integrated_v2,3775454,46.4
1209,np_no_num,3517268,43.2
1210,integrated_v2,3987622,49.0
1210,np_no_num,3807218,46.7
1211,integrated_v2,4865208,59.7
1211,np_no_num,4319924,53.0
1212,integrated_v2,3241979,39.8
1212,np_no_num,3146687,38.6
1213,integrated_v2,5612073,68.9
1213,np_no_num,5603114,68.8
1214,integrated_v2,504968,6.2
1214,np_no_num,753788,9.3
1215,integrated_v2,4959686,60.9
1215,np_no_num,3752649,46.1
1216,integrated_v2,1301108,16.0
1216,np_no_num,1366266,16.8
1217,integrated_v2,6212741,76.3
1217,np_no_num,6310070,77.5
1218,integrated_v2,2988680,36.7
1218,np_no_num,3193926,39.2
1219,integrated_v2,5898358,72.4
1219,np_no_num,6262424,76.9
1220,integrated_v2,2732531,33.5
1220,np_no_num,2682849,32.9
1221,integrated_v2,1320655,16.2
1221,np_no_num,1274231,15.6
1222,integrated_v2,1014009,12.4
1222,np_no_num,1338981,16.4
1223,integrated_v2,5158416,63.3
1223,np_no_num,3911469,48.0
1224,integrated_v2,1868383,22.9
1224,np_no_num,2100506,25.8
1225,integrated_v2,7052455,86.6
1225,np_no_num,7249963,89.0
1226,integrated_v2,2730088,33.5
1226,np_no_num,2491449,30.6
1227,integrated_v2,4861543,59.7
1227,np_no_num,4725935,58.0
1228,integrated_v2,838492,10.3
1228,np_no_num,659717,8.1
1229,integrated_v2,2954473,36.3
1229,np_no_num,2711762,33.3
1230,integrated_v2,5573386,68.4
1230,np_no_num,5618589,69.0
1231,integrated_v2,4669329,57.3
1231,np_no_num,5036246,61.8
1232,integrated_v2,3047729,37.4
1232,np_no_num,2278467,28.0
1233,integrated_v2,130314,1.6
1233,np_no_num,112803,1.4
1234,integrated_v2,5328639,65.4
1234,np_no_num,5356331,65.8
1235,integrated_v2,7649051,93.9
1235,np_no_num,7610771,93.4
1236,integrated_v2,2153039,26.4
1236,np_no_num,1701825,20.9
1237,integrated_v2,1446083,17.8
1237,np_no_num,1392736,17.1
1238,integrated_v2,4385488,53.8
1238,np_no_num,4261690,52.3
1239,integrated_v2,4352095,53.4
1239,np_no_num,3958301,48.6
1240,integrated_v2,6193194,76.0
1240,np_no_num,6079576,74.6
1241,integrated_v2,4494219,55.2
1241,np_no_num,4683990,57.5
1242,integrated_v2,2715834,33.3
1242,np_no_num,2614026,32.1
